19791209306874|Ehud_Olmert|40
32985348838375|Pierre_Trudeau|36
2788|Rupert_Murdoch|26
6597069777572|Adolf_Hitler|21
10995116287203|Adolf_Hitler|21
30786325587907|Ehud_Olmert|20
15393162796675|Charles_V,_Holy_Roman_Emperor|19
2199023262215|Henry_IV_of_France|19
15393162798181|Mahmoud_Abbas|19
2788|Nicolás_Almagro|19
2199023262215|Siad_Barre|19
30786325587907|Che_Guevara|18
9343|Mustafa_Kemal_Atatürk|16
15393162789907|Stephen_Harper|13
10995116278292|Helena_Blavatsky|11
4398046513032|Paradorn_Srichaphan|11
15393162796675|Toru_Takemitsu|11
4398046519120|Antonio_Vivaldi|10
2788|Charles_de_Gaulle|10
26388279070189|Fidel_Castro|10
10995116287203|Hosni_Mubarak|10
2199023266357|Jean_Chrétien|10
13194139533912|Rupert_Murdoch|10
4398046519120|Siad_Barre|10
2788|Silvio_Berlusconi|10
2199023262215|Barack_Obama|9
10995116277820|Barack_Obama|9
32985348838375|Belisarius|9
10995116278353|Hosni_Mubarak|9
24189255814068|Imelda_Marcos|9
8796093032197|Jorge_Luis_Borges|9
17592186051827|Peter_Hain|9
4398046519120|Sonia_Gandhi|9
24189255814068|Stephen_Harper|9
17592186047137|Adolf_Hitler|8
17592186054081|Hosni_Mubarak|8
2788|Indira_Gandhi|8
17592186051694|John_Howard|8
4398046515646|Neil_Young|8
10995116278353|Pope_Benedict_XVI|8
4398046517735|Robert_Fripp|8
454|Todd_Woodbridge|8
2199023262215|Abraham_Lincoln|7
19791209303580|Adolf_Hitler|7
974|Barack_Obama|7
10995116278353|Barack_Obama|7
10995116286129|Barack_Obama|7
26388279073986|Che_Guevara|7
2788|David_Cameron|7
4398046517735|George_W._Bush|7
32985348838375|George_W._Bush|7
2788|Gerald_Ford|7
10995116278353|Gil_Kane|7
2788|James_A._Garfield|7
974|Jawaharlal_Nehru|7
19791209305013|John_Rhys-Davies|7
10995116286129|Jorge_Luis_Borges|7
2788|Saddam_Hussein|7
2788|Tony_Blair|7
8796093030025|Adolf_Hitler|6
4755|Barack_Obama|6
10995116287203|Barack_Obama|6
19791209310216|Barack_Obama|6
24189255814068|Barack_Obama|6
6597069776592|Bobby_Hull|6
2788|George_H._W._Bush|6
21990232565135|Hicham_Arazi|6
24189255811103|Hosni_Mubarak|6
15393162790885|Imelda_Marcos|6
19791209303580|Imelda_Marcos|6
9333|John_Howard|6
6597069776653|John_Howard|6
21990232564493|John_Howard|6
19791209305295|Jorge_Luis_Borges|6
13194139533500|Khalid_Sheikh_Mohammed|6
8796093032197|Margaret_Thatcher|6
2788|Muammar_Gaddafi|6
15393162796675|Nelson_Mandela|6
2788|Pope_John_Paul_II|6
4398046518205|Robert_Fripp|6
2199023260168|Simón_Bolívar|6
17592186054081|Thomas_Jefferson|6
2199023262215|Vladimir_Lenin|6
10995116286129|Arnold_Schwarzenegger|5
2788|Austria|5
15393162796675|Ban_Ki-moon|5
6597069777572|Dmitry_Medvedev|5
4398046513032|Dwight_D._Eisenhower|5
4398046515646|Fidel_Castro|5
32985348833533|Franklin_D._Roosevelt|5
21990232558657|Garry_Kasparov|5
24189255814068|Gloria_Macapagal-Arroyo|5
974|Haile_Selassie_I|5
13194139533912|Hassan_II_of_Morocco|5
24189255814068|Hosni_Mubarak|5
974|Imelda_Marcos|5
8796093032197|Imelda_Marcos|5
10995116281504|Imelda_Marcos|5
32985348838375|Jacques_Chirac|5
4398046519120|Joe_Biden|5
