1050|402434
7725|402434
4398046518993|293916
21990232562516|273385
21990232558713|243707
10995116285983|242124
8796093029002|222944
3627|165242
4398046516575|157967
2199023260804|154894
6653|144258
5330|142390
26388279074032|128102
19791209310673|122865
4398046518097|120392
6597069768236|114520
19791209303127|112690
24189255813174|112289
4273|109060
24189255814889|102806
2199023262152|101992
976|100551
19791209303201|100244
8796093025410|98555
8796093027599|98555
15393162791322|92857
1644|89628
8796093024809|87879
26388279073614|87456
8796093028196|86304
21990232563408|85481
8839|84386
17592186052004|83803
21990232558703|83786
2199023265994|80348
24189255811778|80348
5226|79801
6597069768671|79796
3039|79518
24189255816760|79297
13194139543168|78860
2199023263607|77456
24189255815845|74989
4398046513032|74233
17592186045896|74233
8796093026878|73488
24189255818787|72890
19791209305122|72276
10995116283663|71357
8796093030527|71291
17592186052272|71291
24189255815107|71291
2199023258844|71214
4398046519073|70547
5869|68913
21990232561048|66665
2199023263684|66006
26388279074580|65140
8796093032265|63529
8599|62147
10995116287645|59964
13194139536501|59295
13194139538406|59295
10995116280036|57119
21990232560431|57119
2199023263247|56829
4398046512826|56829
8796093025406|55808
10995116278799|55762
8796093031927|54610
8796093025516|54469
17592186051393|54090
21990232563274|53904
8796093029514|53584
13194139542993|52897
21990232564143|49483
6597069768078|49146
21990232562878|49124
17592186046363|48781
21990232559223|47925
13194139539010|47786
19791209302403|47341
2199023260149|46854
21990232557330|46854
768|46531
6597069776788|44760
19791209302377|44655
19791209301605|44384
8796093024710|43130
15393162791313|43116
2135|42675
24189255817102|42554
13194139538390|42414
13194139538666|41680
6061|41315
8796093029320|41315
21990232555889|40066
15393162789604|40028
15393162797600|39584
26388279074908|37091
